Type,Name,Address,Rooms,Grade,District,AGA Division,PS/MC/UC,Logitiute,Latitude
Classified Hotels( 1-5 Star),GALWAY FOREST LODGE,"NO. 89, UPPER LAKE ROAD, HAVELOCK DRIVE, NUWARA ELIYA.",52,THREE,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.769993,6.980005
Classified Hotels( 1-5 Star),SENANI RESTAURANT,"NO 167, RAJAPIHILLA MAWATHA, KANDY.",27,ONE,Kandy,Kandy,Kandy Divisional Secretariat,80.643433,7.285218
Classified Hotels( 1-5 Star),GLOBAL TOWERS HOTEL,"NO.11, STATION AVENUE, COLOMBO 06.",54,THREE,Colombo,Colombo,Colombo Divisional Secretariat,79.857182,6.877516
Classified Hotels( 1-5 Star),HUNNAS FALLS HOTEL,"ELKADUWA, KANDY",31,THREE,Matale,Matale,Ukuwela Divisional Secretariat,80.690599,7.401023
Classified Hotels( 1-5 Star),GRAND ORIENTAL HOTEL,"NO.2, YORK STREET, COLOMBO 01.",72,TWO,Colombo,Colombo,Colombo Divisional Secretariat,79.845067,6.937474
Classified Hotels( 1-5 Star),OLENKA SUNSIDE BEACH HOTEL,"THALWILA, MODERAWELLA, MARAWILA",40,TWO,Puttalam,Gampaha,Gampaha Divisional Secretariat,79.813377,7.42604
Classified Hotels( 1-5 Star),HOTEL SIGIRIYA,SIGIRIYA,80,ONE,Matale,Matale,Matale Divisional Secretariat,80.763363,7.949891
Classified Hotels( 1-5 Star),THE OASIS HOTEL,"SISILASGAMA, HAMBANTOTA.",50,THREE,Hambantota,Hambantota,Hambantota Divisional Secretariat,81.123001,6.122001
Classified Hotels( 1-5 Star),ST.ANDREWS HOTEL,"NO.10,ST.ANDREWS DRIVE,NUWARA ELIYA.",52,THREE,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.763855,6.979589
Classified Hotels( 1-5 Star),CLUB BENTOTA,"PARADISE ISLAND,ALUTHGAMA.",68,TWO,Galle,Aluthgama,Aluthgama,79.991648,6.437361
Classified Hotels( 1-5 Star),JETWING SEA,"PALAGITURAI, KOCHCHIKADE, NEGOMBO.",72,FOUR,Gampaha,Gampaha,Negombo Divisional Secretariat,79.84212,7.25177
Classified Hotels( 1-5 Star),RANWELI HOLIDAY VILLAGE,WAIKKAL.,84,TWO,Puttalam,Negombo,Negombo Divisional Secretariat,79.840701,7.282694
Classified Hotels( 1-5 Star),MISUKI PLAZA HOTEL,"NO.309,COLOMBO ROAD,WELISARA,RAGAMA.",26,ONE,Gampaha,Ja-Ela Pradeshiya Sabha,Ja-Ela Divisional Secretariat,79.898618,7.033237
Classified Hotels( 1-5 Star),TANGALLE BAY HOTELS,"MAHAWELA ROAD,PALLIKKUDUWA,TANGALLE.",28,TWO,Hambantota,Tangalle Pradeshiya Sabha,Tangalle Divisional Secretariat,80.789152,6.01689
Classified Hotels( 1-5 Star),THE SURF,THE SURF BENTOTA.,86,TWO,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,79.996111,6.420273
Classified Hotels( 1-5 Star),VIVANTA BY TAJ-BENTOTA,"NATIONAL HOLIDAY RESORT, BENTOTA",162,FIVE,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,79.996423,6.417162
Classified Hotels( 1-5 Star),GOLDI SANDS HOTEL,"GOLDI SANDS HOTELS (PRIVATE) LIMITED, ETHUKALA, NEGOMBO",70,TWO,Gampaha,Negombo,Negombo Divisional Secretariat,79.841745,7.245416
Classified Hotels( 1-5 Star),HOTEL SAPPHIRE,"NO.371,GALLE ROAD,COLOMBO 06.",40,TWO,Colombo,Colombo,Colombo Divisional Secretariat,79.862144,6.870956
Classified Hotels( 1-5 Star),CENTARA CEYSANDS RESORT & SPA,"NATIONAL HOLIDAY RESORT,BENTOTA.",84,TWO,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,79.994388,6.430908
Classified Hotels( 1-5 Star),CAROLINA BEACH HOTEL,"AMBANKANDAWILA, CHILAW",45,TWO,Puttalam,Chilaw Pradeshiya Sabha,Chilaw Divisional Secretariat,79.787779,7.562663
Classified Hotels( 1-5 Star),DEVON HOTEL,"NO.51, AMPITIYA ROAD, KANDY.",25,TWO,Kandy,Kandy,Kandy Divisional Secretariat,80.649976,7.284506
Classified Hotels( 1-5 Star),GALLE FACE HOTEL,"NO.02, GALLE ROAD, COLOMBO 03",145,THREE,Colombo,Colombo,Colombo Divisional Secretariat,79.84648,6.920125
Classified Hotels( 1-5 Star),RENUKA HOTEL,"NO.328, GALLE ROAD, COLOMBO 03",81,THREE,Colombo,Colombo,Colombo Divisional Secretariat,79.850428,6.908535
Classified Hotels( 1-5 Star),PALM GARDEN VILLAGE HOTEL,"POST 42,PUTTALAM ROAD, PANDULAGAMA, ANURADHAPURA.",50,THREE,Anuradhapura,Madyama Nuwaragam Palatha Pradeshiya Sabawa,Anuradhapura East,80.345324,8.314734
Classified Hotels( 1-5 Star),SIGIRIYA VILLAGE HOTEL,"P.O.BOX 01, SIGIRIYA",120,THREE,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.761097,7.949584
Classified Hotels( 1-5 Star),THE PALMS,"N-91, 6TH LANE, MORAGALLA, BERUWALA",100,THREE,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,79.981157,6.449641
Classified Hotels( 1-5 Star),MERMAID HOTEL & CLUB,"MAHAWASKADUWA, KALUTARA",72,TWO,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,79.9449,6.61728
Classified Hotels( 1-5 Star),HOTEL TOPAZ,"ANNIWATTE, KANDY",75,TWO,Kandy,Kandy,Ganga Ihala Korale Divisional Secretariat,80.625213,7.29056
Classified Hotels( 1-5 Star),CAMELOT BEACH HOTEL,"NO.345,LEWIS PLACE,NEGOMBO.",81,ONE,Gampaha,Negombo,Negombo Divisional Secretariat,79.841047,7.233243
Classified Hotels( 1-5 Star),THE VILLAGE,NATIONAL HOLIDAY RESORT POLONNNARUWA.,36,ONE,Polonnaruwa,Polonnaruwa,Polonnaruwa Divisional Secretariat,80.993096,7.924764
Classified Hotels( 1-5 Star),CENTAURIA LAKE,"NEW TOWN,EMBILIPITIYA.",52,ONE,Ratnapura,Embilipitiya,Embilipitiya Divisional Secretariat,80.856132,6.320182
Classified Hotels( 1-5 Star),KASSAPA LIONS ROCK,"DIGAMPATHAHA,KIMBISSA.",31,TWO,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.727282,7.979678
Classified Hotels( 1-5 Star),HERITANCE NEGOMBO,"NO.175,LEWIS PLACE,NEGOMBO.",140,FIVE,Gampaha,Negombo,Negombo Divisional Secretariat,79.838021,7.208799
Classified Hotels( 1-5 Star),HIBISCUS BEACH HOTEL,"MAHAWASKADUWA,KALUTARA NORTH,KALUTHARA",51,ONE,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,79.946725,6.615207
Classified Hotels( 1-5 Star),HOTEL BENTOTA VILLAGE,"ALWIS ROAD,WARAHENA,BENTOTA",14,TWO,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,80.004672,6.406818
Classified Hotels( 1-5 Star),COLOMBO CITY HOTEL,"LEVEL 3,NO.33,CANAL ROW,COLOMBO 01.",48,ONE,Colombo,Colombo,Colombo Divisional Secretariat,79.844229,6.933327
Classified Hotels( 1-5 Star),HOTEL KABALANA,"KATHALUWA,AHANGAMA",22,TWO,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.347884,5.977906
Classified Hotels( 1-5 Star),RAMADIA RANMAL HOLIDAY RESORT,"346/5,GALLE ROAD,GORAKANA,MORATUWA",25,ONE,Kalutara,Moratuwa,Moratuwa Divisional Secretariat,79.8977545,6.7636079
Classified Hotels( 1-5 Star),HOTEL DULYANA,"488/18,MAITHREEPALA SENANAYAKE MW,ANURADHAPURA",30,TWO,Anuradhapura,Anuradhapura,N.P.East,80.405856,8.325802
Classified Hotels( 1-5 Star),INDRA REGENT HOTEL,"NO.383,R.A.D.MEL MAWATHA,COLOMBO 03",26,ONE,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,79.854138,6.90434
Classified Hotels( 1-5 Star),HOTEL CHAMILA,"NO.85,TISSA ROAD,DETAGAMWA KATARAGAMA.",50,ONE,Moneragala,Thissamaharama,Katharagama Divisional Secretariat,81.33300018,6.416999817
Classified Hotels( 1-5 Star),HOTEL SUSANTHAS,"NATIONAL HOLIDAY RESORT RD,PITARAMBA,BENTOTA",18,ONE,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,79.996968,6.421783
Classified Hotels( 1-5 Star),BERJAYA MOUNT ROYAL BEACH HOTEL,"NO:36,COLLAGE AVENUE,MOUNT LAVINIA",90,ONE,Colombo,Moratuwa,Mount Lavinia,79.864017,6.838659
Classified Hotels( 1-5 Star),NILWALA HOTEL,"NILWALA HOTEL, GALLE ROAD, KALUWAMODARA, ALUTHGAMA.",10,ONE,Kalutara,Aluthgama,Aluthgama,79.993697,6.439855
Classified Hotels( 1-5 Star),PIGEON ISLAND BEACH HOTEL,"11TH MILE POST, NILAVELI, TRINCOMALEE.",38,TWO,Trincomalee,Trincomalee,Trincomalee Divisional Secretariat,81.1836029,8.712216
Classified Hotels( 1-5 Star),GLENDOWER HOTEL,"NO:05,GRAND HOTEL ROAD,NUWARA ELIYA",20,ONE,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.7663938,6.9675209
Classified Hotels( 1-5 Star),RANDIYA HOTEL,"389,KORALAWELLA,MORATUWA",10,ONE,Colombo,Moratuwa,Moratuwa Divisional Secretariat,79.8934418,6.7504834
Classified Hotels( 1-5 Star),TEMPLE TREE RESORT AND SPA,"NO:660,GALLE ROAD,INDURUWA",10,TWO,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,80.0088026,6.385751
Classified Hotels( 1-5 Star),FULL MOON GARDEN HOTEL,"NO.754, COLOMBO ROAD, KATUNAYAKE.",30,ONE,Gampaha,Katana Pradeshiya Sabha,Katana Divisional Secretariat,79.874539,7.154204
Classified Hotels( 1-5 Star),BARBERYN REEF AYURVEDA RESORT,"MORAGALLA,BERUWALA",75,ONE,Kalutara,Bentota Pradeshiya Sabha,Beruwala Divisional Secretariat,79.979952,6.4500038
Classified Hotels( 1-5 Star),GIMANHALA HOTEL,754 ANURADHAPURA ROAD DAMBULLA,17,TWO,Matale,Matale,Dambulla Divisional Secretariat,80.650599,7.879954
Classified Hotels( 1-5 Star),FIELDVIEW HOLYDAY RESORT,"ANNASIWATTE ROAD,OFF MDH,JAWARDANA MW,ATHURUGIRIYA.",10,ONE,Colombo,Colombo,Kesbewa Divisional Secretariat,79.986678,6.894121
Classified Hotels( 1-5 Star),LAKE SERENITY,"GONAPITIYA, KURUWITA",14,TWO,Ratnapura,Ratnapura,Ratnapura Divisional Secretariat,80.352292,6.762787
Classified Hotels( 1-5 Star),KOGGALA BEACH HOTEL,"KOGGALA,HABARADUWA.",189,ONE,Galle,Galle,Habaraduwa Divisional Secretariat,80.3218329,5.9892056
Classified Hotels( 1-5 Star),HOTEL SUNHILL,"NO.18 UNIQUE VIEW ROAD,NUWARAELIYA",15,ONE,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.765424,6.963358
Classified Hotels( 1-5 Star),HOTEL HILL TOP,"200/21,BAHIRAVAKANDA,PERADENIYA ROAD,KANDY",81,TWO,Kandy,Kandy,Kundasale Divisional Secretariat,80.628789,7.289342
Classified Hotels( 1-5 Star),AVANI BENTOTA RESORT & SPA,"NATIONAL HOLIDAY RESORT,BENTOTA",90,TWO,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,79.996304,6.423673
Classified Hotels( 1-5 Star),AUSTRIAN BEACH RESORT,"2/A 2, BANDARAWATTA,KEMAGODA,DICKWELLA",10,ONE,Matara,Matara,Dickwella Divisional Secretariat,80.722005,5.978461
Classified Hotels( 1-5 Star),ROYAL LOTUS HOTEL,"GIRITHALE, POLONNARUWA.",56,TWO,Polonnaruwa,Polonnaruwa,Polonnaruwa Divisional Secretariat,80.921978,7.991502
Classified Hotels( 1-5 Star),RIVERDALE HOTEL,"32, ANIWATTA ROAD, KANDY.",29,TWO,Kandy,Kandy,Kandy Divisional Secretariat,80.621583,7.289724
Classified Hotels( 1-5 Star),PARADISE HOLIDAY VILLAGE,"NO. 154/9, PORUTHOTA ROAD, PALANGATHURE, KOCHCHIKADE, NEGOMBO",33,ONE,Gampaha,Negombo,Negombo Divisional Secretariat,79.8422101,7.2467725
Classified Hotels( 1-5 Star),KITHALA RESORT,"KATARAGAMA ROAD, THISSAMAHARAMA.",40,TWO,Hambantota,Thissamaharama,Thissamaharama Divisional Secretariat,81.297427,6.292455
Classified Hotels( 1-5 Star),LALITHA HOTEL,"NO.200A,GALLE ROAD, PAMBURANA, MATARA.",27,TWO,Matara,Matara,Matara Divisional Secretariat,80.5251754,5.9442652
Classified Hotels( 1-5 Star),RATHNALOKA TOUR INN,"KOSGALA, KAHAGAMA, RATNAPURA",53,ONE,Ratnapura,Ratnapura,Ratnapura Divisional Secretariat,80.356453,6.713322
Classified Hotels( 1-5 Star),HOTEL CASAMARA,"NO.12, KATUGODELLA VIDIYA, KANDY.",33,TWO,Kandy,Kandy,Kandy Divisional Secretariat,80.63721,7.293367
Classified Hotels( 1-5 Star),HOTEL YAPAHUWA PARADISE,"KINGDOM ROAD,YAPAHUWA,MAHO",20,TWO,Kurunegala,Mahawa Pradeshiya Sabha,Mahawa Divisional Secretariat,80.305903,7.82901
Classified Hotels( 1-5 Star),RANDHOLEE RESORTS,"HEERASSAGALA, BOWALAWATTE, KANDY",25,ONE,Kandy,Kandy,Kandy Divisional Secretariat,80.616914,7.2631411
Classified Hotels( 1-5 Star),SERENE GARDEN HOTEL,"NO. 189, RAJAPIHILLA MAWATHA, KANDY",35,ONE,Kandy,Kandy,Kandy Divisional Secretariat,80.6441223,7.2848598
Classified Hotels( 1-5 Star),WILA SAFARI HOTEL,"PANNEGAMUWA,WEERAWILA",10,ONE,Hambantota,Thissamaharama,Thissamaharama Divisional Secretariat,81.236615,6.293125
Classified Hotels( 1-5 Star),WINDSOR HOTEL,"NO.02, KANDY ROAD, NUWARA ELIYA.",50,ONE,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.770061,6.970741
Classified Hotels( 1-5 Star),HOTEL ATHGIRI,"NO. 344-350, KANDY ROAD, KURUNEGALA",23,ONE,Kurunegala,Kurunegala,Kurunegala Divisional Secretariat,80.372245,7.479005
Classified Hotels( 1-5 Star),MIRIDIYA HOTEL,"WASALA DATHTHA MAWATHA, ANURADHAPURA",40,ONE,Anuradhapura,Anuradhapura,Anuradhapura East,80.4185724,8.3314154
Classified Hotels( 1-5 Star),LADY HILL,"NO. 29,UPPER DICKSON ROAD, GALLE",15,ONE,Galle,Galle,Galle Divisional Secretariat,80.218668,6.038658
Classified Hotels( 1-5 Star),GIRITALE HOTEL,"NATIONAL HOLIDAY RESORT, GIRITALE",40,ONE,Polonnaruwa,Polonnaruwa,Polonnaruwa Divisional Secretariat,80.927946,7.997114
Classified Hotels( 1-5 Star),SANMIRA RENAISSANCE,"MATARA ROAD, UNAWATUNA",20,THREE,Galle,Habaraduwa,Galle Divisional Secretariat,80.255045,6.006051
Classified Hotels( 1-5 Star),OMEGA REGENCY,"NO. 324, GALLE ROAD, COLOMBO 06",15,ONE,Colombo,Colombo,Colombo Divisional Secretariat,79.862086,6.869123
Classified Hotels( 1-5 Star),CHAAYA WILD YALA,"P.O. BOX. 01, KIRINDA, TISSAMAHARAMA",61,FOUR,Hambantota,Hambantota,Hambantota Divisional Secretariat,81.405281,6.259168
Classified Hotels( 1-5 Star),CHAAYA TRANZ HOTEL,"P.O. BOX. 01, GALLE ROAD, HIKKADUWA.",150,FOUR,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.100753,6.131353
Classified Hotels( 1-5 Star),HOTEL NELLY,"NO. 84, 02ND CROSS STREET, VAUNIYA",20,ONE,Vavuniya,Vavuniya,Vavuniya,80.499954,8.751378
Classified Hotels( 1-5 Star),THE KINGSBURY,"NO 48, JANADHIPATHI MAWATHA, COLOMBO 01",229,FIVE,Colombo,Colombo,Colombo Divisional Secretariat,79.84247,6.933232
Classified Hotels( 1-5 Star),THE GRAND KANDYAN,"89/10,LADY GORDONS DRIVE, KANDY",100,FIVE,Kandy,Kandy,Kandy Divisional Secretariat,80.634571,7.3024019
Classified Hotels( 1-5 Star),CINNAMON RED COLOMBO,"NO:59, ANANDA COOMARASWAMY MAWATHA, COLOMBO 03.",243,THREE,Colombo,Colombo,Colombo Divisional Secretariat,79.8530983,6.912114
Classified Hotels( 1-5 Star),SHANGRI-LA S HAMBANTOTA RESORT & SPA,"SITTRAKALA WATTA, CHITHRAGALA, AMBALANTOTA",300,FIVE,Hambantota,Ambalantota Pradeshiya Sabha,Ambalantota Divisional Secretariat,81.0638697,6.1120643
Classified Hotels( 1-5 Star),MIRAGE HOTEL,"NO: 61, MOORS ROAD, MARINE DRIVE, WELLAWATTE, COLOMBO 06",60,TWO,Colombo,Colombo,Colombo Divisional Secretariat,79.8565303,6.8705488
Classified Hotels( 1-5 Star),THE OCEAN COLOMBO,"NO-40, MELBOURNE AVENUE, COLOMBO 04.",49,ONE,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,79.8530075,6.8853104
Classified Hotels( 1-5 Star),EARLS REGENT HOTEL,"NO. 1/40, DEVENIRAJASINGHE ROAD, PERADENIYA,KANDY",60,THREE,Kandy,Kandy,Kandy Divisional Secretariat,80.610734,7.283476
Classified Hotels( 1-5 Star),FAIRVIEW HOTEL,"NO:27, RAMKRISHNA ROAD, WELLAWATTE, COLOMBO 06",50,TWO,Colombo,Colombo,Colombo Divisional Secretariat,79.861298,6.865486
Classified Hotels( 1-5 Star),RIU HOTEL,"GALLE ROAD, AHUNGALLE",501,FIVE,Galle,Galle,Galle Divisional Secretariat,80.0310513,6.30957
Classified Hotels( 1-5 Star),ANANTAYA RESORT & SPA,"COCOUNT BOARD ROAD,PASSEKUDAH,KALKUDAH",51,FIVE,Batticaloa,Batticaloa,Batticaloa Divisional Secretariat,81.5499112,7.9315158
Classified Hotels( 1-5 Star),ANANTARA PEACE HEAVEN RESORT,"GOYAMBOKKA ESTATE,TANGALLE",152,FIVE,Hambantota,Hambantota,Hambantota Divisional Secretariat,80.783869,6.012477
Classified Hotels( 1-5 Star),TANGERINE BEACH HOTEL,"DR ABREW ROAD,WASKADUWA,KALUTHARA",179,THREE,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,79.9472113,6.608101
Classified Hotels( 1-5 Star),BEST WESTERN ELYON COLOMBO,"102A, KIRULAPONE AVENUE, BASELINE ROAD, COLOMBO 05.",52,TWO,Colombo,Colombo,Colombo Divisional Secretariat,79.8740663,6.883736
Classified Hotels( 1-5 Star),CINNAMON BEY,"MORAGOLLA BEACH,BERUWALA",200,FOUR,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,79.9768792,6.4522247
Classified Hotels( 1-5 Star),PEARL GRAND HOTEL,"#09,EDWARD LANE,COLOMBO 03.",90,ONE,Colombo,Colombo,Colombo Divisional Secretariat,79.8531936,6.8961858
Classified Hotels( 1-5 Star),OCEAN EDGE SUITES,"24,10TH LANE,MARINE DRIVE,COLOMBO3",78,THREE,Colombo,Colombo,Colombo Divisional Secretariat,79.8499153,6.898455
Classified Hotels( 1-5 Star),COCO ROYAL BEACH,"WASKADUWA, KALUTHARA NORTH",70,TWO,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,79.9449985,6.6137006
Classified Hotels( 1-5 Star),PARADISE BEACH HOTEL,"NO:289, LEWIS PLACE,NEGOMBO",61,ONE,Gampaha,Gampaha,Gampaha Divisional Secretariat,79.8386973,7.231262
Classified Hotels( 1-5 Star),COLOMBO COURTYARD,"435,R.A DE MEL MAWATHA,COLOMBO 03",32,THREE,Colombo,Colombo,Colombo Divisional Secretariat,79.8542653,6.897765
Classified Hotels( 1-5 Star),HOTEL JANAKI,"43, FIFE ROAD, THIMBIRIGASYAYA,COLOMBO 05",43,ONE,Colombo,Colombo,Colombo Divisional Secretariat,79.8676014,6.8907555
Classified Hotels( 1-5 Star),VILLA OCEAN VIEW,"200/1, MOLLIGODAWATTA,WADDUWA",143,ONE,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,79.9286243,6.6552759
Classified Hotels( 1-5 Star),SHANGRI- LA HOTEL COLOMBO,"NO-01, CENTRE ROAD, GALLE FACE, COLOMBO 02",541,THREE,Colombo,Colombo,Colombo Divisional Secretariat,79.844619,6.928216
Classified Hotels( 1-5 Star),PANDANUS BEACH RESORT & SPA,"GALLE ROAD,YALEGAMA,INDURUWA 80510",76,THREE,Galle,Galle,Galle Divisional Secretariat,80.0076288,6.3797342
Classified Hotels( 1-5 Star),JETWING LAKE,"WIJEKUMARATHUNGA MAWATHA,YAPAGAMA,DAMBULLA.",94,FOUR,Matale,Matale,Matale Divisional Secretariat,80.6465143,7.839867
Classified Hotels( 1-5 Star),THE LAKESIDE AT NUWARAWEWA,"NEW TOWN,ANURADHAPURA",70,TWO,Anuradhapura,Anuradhapura,Anuradhapura East,80.4129173,8.337355
Classified Hotels( 1-5 Star),THE SANCTUARY AT TISSAWEWA,"OLD TOWN,ANURADHAPURA",22,TWO,Anuradhapura,Anuradhapura,Anuradhapura East,80.3879227,8.3423584
Classified Hotels( 1-5 Star),OZO KANDY,"NO31,SARANANKARA ROAD,KANDY",122,THREE,Kandy,Kandy,Kandy Divisional Secretariat,80.6405117,7.2883697
Classified Hotels( 1-5 Star),THE GOLDEN CROWN HOTEL,"322,UDAGAMA,AMPITIYA",63,THREE,Kandy,Gagawata Koralya,Gagawata,80.655418,7.277162
Classified Hotels( 1-5 Star),GRAND UDAWALAWE SAFARI RESORT,"NO 912, THANAMALVILA ROAD,UDAWALAWA",57,FOUR,Ratnapura,Udawalawa,Embilipitiya Divisional Secretariat,80.8040993,6.419811
Classified Hotels( 1-5 Star),LAVANGA RESORT AND SPA,"GALLE ROAD,PATHUWATHA,HIKKADUWA",20,TWO,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.1175713,6.115437
Guest Houses,ALMAMALI HOTEL,"HEDAKETIYA,ANGUNUKOLAPELESSA",12,B,Hambantota,Batticaloa,Angunakolapelessa Divisional Secretariat,80.8983713,6.164142
Guest Houses,BUWANEKA HOTEL AND RESTAURANT,"NO 01,DAMBULLA ROAD,KURUNEGALA",7,B,Kurunegala,Kurunegala,Kurunegala Divisional Secretariat,80.3626379,7.4893989
Guest Houses,HOTEL LAGOON PARADISE,"NO. 12/7,RAJAWATTE,PAMUNUGAMA",8,A,Gampaha,Negombo,Negombo Divisional Secretariat,79.838623,7.135494
Guest Houses,AMBASEVANA WALAUWA,"ARANAYAKE ROAD,USSAPITIYA,KEGALLE.",7,A,Kegalle,Kegalle,Aranayaka Divisional Secretariat,80.442372,7.248193
Guest Houses,ACME GUEST HOUSE,"NO.90,POLONNARUWA ROAD,HABARANA",5,B,Polonnaruwa,Polonnaruwa,Polonnaruwa Divisional Secretariat,NULL,NULL
Guest Houses,AHANGAMA EASY BEACH,"NO.12,AHANGAMA GALLE.",8,A,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,NULL,NULL
Guest Houses,SHANGRELA BEACH RESORT,"38, SEA BEACH ROAD, AMBALANGODA",19,B,Galle,Ambalangoda,Galle Divisional Secretariat,80.051208,6.237265
Guest Houses,GRAND CROWN HOTEL,"891,MILAGAS JUNCTION,ANURADHAPURA",10,A,Anuradhapura,Anuradhapura,Anuradhapura East,80.4063884,8.3208563
Guest Houses,SAKURA TOURIST INN,"7/1,OLD STATION ROAD,MOUNT LAVINIA.",12,B,Colombo,Dehiwala-Mount Lavinia,Mount Lavinia,NULL,NULL
Guest Houses,JAYALATH INN,"NO.269,WELIGAMPITIYA, JAELA",6,C,Gampaha,Gampaha,Ja-Ela Divisional Secretariat,79.894116,7.068365
Guest Houses,NUGASEWANA EDEN GUEST HOUSE AND RESTAURANT,"""NUGASEWANA"",PALLIKKUDAWA,TANGALLE.",6,B,Hambantota,Tangalle Pradeshiya Sabha,Tangalle Divisional Secretariat,80.788431,6.017925
Guest Houses,VIVEKA GUEST HOUSE,"64,NORTH LAKE ROAD,KURUNAGALA.",5,A,Kurunegala,Kurunegala,Kurunegala Divisional Secretariat,80.364746,7.496378
Guest Houses,HOTEL NATURE GARDENS,"NO.31,KANDY ROAD,YAKKALA",9,A,Gampaha,Gampaha,Gampaha Divisional Secretariat,NULL,NULL
Guest Houses,JULIANA HOTEL,"NO.316,GALLE ROAD,COLOMBO 3",51,A,Colombo,Colombo,Colombo Divisional Secretariat,79.850259,6.90929
Guest Houses,FINOMINAL GUEST,"MULANAGODA ROAD, ANGUNUKOLAPELASSA.",6,A,Hambantota,Angunakolapelessa,Angunakolapelessa Divisional Secretariat,NULL,NULL
Guest Houses,THALAGALA HOLIDAY INN,"222/A,THALAGALAWATTA ROAD,KIRIWATTUDUWA.",9,B,Kalutara,Horana Pradeshiya Sabha,Horana Divisional Secretariat,NULL,NULL
Guest Houses,HOTEL RAJIU PALACE,"NO. 69, GREEN STATE, BINGIRIYA",12,A,Kurunegala,Bingiriya Pradeshiya Sabha,Bingiriya Divisional Secretariat,NULL,NULL
Guest Houses,THE BLUE MAGPIE,"KUDAWA WEDDAGALA, KALAWANA",12,A,Ratnapura,Ratnapura,Kalawana Divisional Secretariat,80.417373,6.443468
Guest Houses,RAMBODA FALLS HOTEL,"76, ROCK FALL ESTATE, NUWARA ELIYA ROAD, RAMBODA",24,A,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.698155,7.055811
Guest Houses,LAKE LODGE GUEST HOUSE,"NO.20, ALWIS TERRACE, COLOMBO 03.",13,A,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,79.854373,6.914976
Guest Houses,ASNARA VILLAGE,"MORAGASWEWA,HABARANA.",12,A,Polonnaruwa,Hingurakgoda Pradeshiya Sabha,Hingurakgoda Divisional Secretariat,80.779024,8.031269
Guest Houses,POLWATHTHA ECO-LODGES,"69/1, WEPATHANA, GOMAGODA.",5,B,Kandy,Kandy,Kundasale Divisional Secretariat,80.73704,7.326892
Guest Houses,HOTEL SANDA DIYA,"POLONNARUWA ROAD,PELWEHERA,DAMBULLA.",6,A,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.677257,7.910221
Guest Houses,NEW PANORAMA,"NO 302/1, MARADANA ROAD, MORAGALLA, BERUWALA",9,B,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,79.97774,6.457364
Guest Houses,BATTICALOA HOLIDAY RESORT,"KALMUNAI MAIN ROAD, KALUWANCHIKUDI",7,A,Batticaloa,Batticaloa,Batticaloa Divisional Secretariat,NULL,NULL
Guest Houses,MARINA BENTOTA,"PARADISE ISLAND, NATIONAL HOLIDAY RESORT, BENTOTA.",13,A,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,79.994808,6.428809
Guest Houses,PEARL CLIFF HOTEL,"NO.25C, BROWNS HILL, MATARA",10,A,Matara,Matara,Matara Divisional Secretariat,80.565161,5.942197
Guest Houses,HOTEL REHANS,KANDALAMA MIRIGAMA,6,A,Gampaha,Gampaha,Mirigama Divisional Secretariat,NULL,NULL
